player_id,player_name,position,age,GP,curr_WAR,curr_WAR_82,age_next,curr_goals,curr_points,proj_WAR,proj_WAR_82,proj_WAR_lo,proj_WAR_hi,proj_Points,proj_Goals,proj_GP,proj_EV_O_GAR,proj_EV_D_GAR,proj_PP_GAR,proj_PK_GAR,war_delta
8482659,Josh Doan,R,24.0,67,1.29,1.58,25.0,7.0,19.0,0.96,0.98,-0.07,1.99,46.1,19.02,65,0.04,-0.01,0.19,-0.0,-0.33000000000000007
8481580,Connor McMichael,C,25.0,64,1.27,1.63,26.0,26.0,57.0,0.96,0.97,-0.07,1.99,40.54,16.47,66,0.05,-0.01,-0.04,-0.0,-0.31000000000000005
8478414,Timo Meier,R,30.0,61,1.26,1.69,31.0,26.0,53.0,0.96,0.98,-0.07,1.99,33.87,15.08,65,0.05,-0.01,-0.05,-0.08,-0.30000000000000004
8478873,Troy Terry,R,29.0,46,0.9,1.6,30.0,21.0,55.0,0.96,0.96,-0.07,1.99,39.84,15.44,62,0.06,-0.01,-0.39,-0.02,0.05999999999999994
8475810,Bryan Rust,R,34.0,59,1.46,2.03,35.0,31.0,65.0,0.96,0.97,-0.07,1.99,44.85,18.21,64,0.08,-0.01,-0.04,-0.03,-0.5
8478975,Mason Marchment,L,27.0,53,1.04,1.61,28.0,22.0,47.0,0.96,0.97,-0.07,1.99,33.51,14.36,62,0.06,-0.01,-0.13,0.02,-0.08000000000000007
8474590,John Carlson,D,36.0,55,1.25,1.86,37.0,5.0,51.0,0.95,0.95,-0.08,1.98,37.64,9.52,60,0.01,0.04,-0.6,0.39,-0.30000000000000004
8476419,Jean-Gabriel Pageau,C,34.0,59,1.24,1.72,35.0,14.0,42.0,0.94,0.95,-0.1,1.97,24.48,10.62,62,0.04,0.01,-0.05,-0.36,-0.30000000000000004
8478178,Darren Raddysh,D,30.0,58,1.14,1.61,31.0,6.0,37.0,0.94,0.95,-0.09,1.97,40.75,11.08,62,0.01,0.03,-0.24,0.09,-0.19999999999999996
8473512,Claude Giroux,C,38.0,65,1.65,2.08,39.0,15.0,50.0,0.94,0.96,-0.1,1.97,41.88,16.67,65,0.07,-0.0,0.06,0.06,-0.71
8480426,Charle-Edouard D'Astous,D,28.0,53,1.02,1.58,29.0,,,0.94,0.96,-0.1,1.97,19.89,5.35,59,0.01,0.02,-0.23,0.09,-0.08000000000000007
8478396,Noah Hanifin,D,29.0,56,1.05,1.54,30.0,10.0,39.0,0.93,0.95,-0.1,1.96,24.61,5.47,61,0.03,0.04,-0.34,0.21,-0.12
8476483,Rickard Rakell,C,33.0,45,0.91,1.66,34.0,35.0,70.0,0.93,0.93,-0.1,1.96,29.72,12.79,58,0.06,-0.03,-0.21,0.03,0.020000000000000018
8475314,Anders Lee,L,36.0,67,1.71,2.09,37.0,29.0,54.0,0.93,0.94,-0.1,1.96,33.47,14.87,62,0.08,-0.01,-0.18,0.01,-0.7799999999999999
8481721,Arseny Gritsyuk,R,25.0,62,1.18,1.56,26.0,,,0.92,0.94,-0.11,1.96,31.05,13.56,63,0.04,-0.01,-0.04,0.05,-0.2599999999999999
8475462,Radko Gudas,D,36.0,52,1.11,1.75,37.0,1.0,16.0,0.92,0.93,-0.12,1.95,9.21,2.26,56,-0.01,0.02,-0.05,0.33,-0.19000000000000006
8482092,Ridly Greig,C,24.0,60,1.09,1.49,25.0,13.0,34.0,0.91,0.92,-0.12,1.94,28.33,12.44,66,0.03,0.0,-0.07,0.07,-0.18000000000000005
8479619,Michael Carcone,L,30.0,64,1.24,1.59,31.0,7.0,19.0,0.91,0.93,-0.12,1.94,26.18,11.46,60,0.05,-0.0,-0.04,0.09,-0.32999999999999996
8477447,Shea Theodore,D,31.0,55,1.04,1.55,32.0,7.0,57.0,0.91,0.92,-0.13,1.94,26.96,5.99,62,0.03,0.02,-0.49,0.15,-0.13
8484258,Sam Malinski,D,28.0,65,1.22,1.54,29.0,5.0,15.0,0.91,0.95,-0.12,1.95,24.74,6.6,59,0.01,0.02,-0.16,0.21,-0.30999999999999994
8477497,Sean Monahan,C,32.0,62,1.19,1.57,33.0,19.0,57.0,0.91,0.91,-0.13,1.94,35.66,14.35,64,0.07,0.01,-0.1,0.01,-0.2799999999999999
8476459,Mika Zibanejad,C,33.0,65,1.3,1.64,34.0,20.0,62.0,0.91,0.92,-0.13,1.94,49.62,19.59,69,0.05,-0.01,-0.03,-0.05,-0.39
8475745,Charlie Coyle,C,34.0,66,1.33,1.65,35.0,17.0,35.0,0.9,0.91,-0.13,1.93,44.04,17.42,66,0.04,0.01,-0.1,-0.12,-0.43000000000000005
8478458,Jack Roslovic,C,29.0,54,1.0,1.52,30.0,22.0,39.0,0.9,0.89,-0.14,1.93,27.96,11.72,61,0.08,-0.01,-0.06,0.03,-0.09999999999999998
8481524,Bowen Byram,D,25.0,67,1.22,1.49,26.0,7.0,38.0,0.9,0.91,-0.13,1.93,33.9,8.44,66,0.03,0.03,-0.62,0.12,-0.31999999999999995
8480835,Jack Drury,C,26.0,65,1.2,1.51,27.0,8.0,18.0,0.9,0.91,-0.13,1.93,22.83,10.22,64,0.05,0.0,-0.04,-0.02,-0.29999999999999993
8477953,Kasperi Kapanen,R,30.0,26,0.5,1.58,31.0,6.0,14.0,0.9,0.91,-0.13,1.93,18.05,6.71,56,0.03,-0.0,-0.15,0.08,0.4
8475913,Mark Stone,R,34.0,45,0.9,1.64,35.0,19.0,67.0,0.9,0.88,-0.13,1.93,39.14,14.88,61,0.07,-0.01,-0.36,-0.05,0.0
8476923,Damon Severson,D,32.0,65,1.21,1.53,33.0,6.0,25.0,0.89,0.89,-0.14,1.92,28.32,6.86,61,0.02,0.05,-0.43,0.15,-0.31999999999999995
8480448,Parker Kelly,C,27.0,65,1.19,1.5,28.0,8.0,19.0,0.89,0.9,-0.14,1.92,22.2,10.09,62,0.02,0.01,-0.03,0.03,-0.29999999999999993
8475791,Taylor Hall,L,35.0,66,1.29,1.6,36.0,18.0,42.0,0.88,0.89,-0.15,1.91,33.9,13.65,62,0.05,-0.01,-0.18,0.02,-0.41000000000000003
8484144,Connor Bedard,C,21.0,53,0.86,1.33,22.0,23.0,67.0,0.88,0.91,-0.15,1.91,47.49,18.61,67,0.08,-0.02,0.13,-0.0,0.020000000000000018
8478401,Pavel Zacha,C,29.0,63,1.14,1.48,30.0,14.0,47.0,0.88,0.89,-0.15,1.91,45.27,17.97,64,0.04,-0.0,0.03,-0.01,-0.2599999999999999
8478911,Matt Roy,D,27.0,65,1.13,1.43,28.0,3.0,24.0,0.87,0.88,-0.16,1.9,17.51,3.82,62,0.01,0.03,-0.06,-0.11,-0.2599999999999999
8475726,Tyler Toffoli,C,34.0,64,1.25,1.6,35.0,30.0,54.0,0.87,0.87,-0.16,1.9,40.98,16.71,60,0.06,-0.02,-0.09,-0.01,-0.38
8478542,Evan Rodrigues,L,33.0,64,1.24,1.59,34.0,15.0,32.0,0.87,0.88,-0.16,1.9,31.99,13.52,64,0.05,0.0,-0.06,-0.01,-0.37
8481618,Alex Newhook,C,25.0,25,0.45,1.48,26.0,15.0,26.0,0.86,0.86,-0.17,1.89,20.88,7.98,55,0.02,-0.01,-0.34,-0.02,0.41
8477933,Sam Reinhart,C,31.0,64,1.13,1.45,32.0,39.0,81.0,0.85,0.87,-0.18,1.88,47.35,19.07,70,0.05,-0.0,0.81,-0.12,-0.2799999999999999
8482737,Zack Bolduc,C,23.0,64,1.09,1.4,24.0,19.0,36.0,0.85,0.85,-0.18,1.88,29.39,12.96,62,0.04,-0.01,-0.1,-0.06,-0.2400000000000001
8481542,Moritz Seider,D,25.0,67,1.15,1.41,26.0,8.0,46.0,0.85,0.85,-0.18,1.88,36.6,10.14,70,-0.01,0.04,-0.32,0.04,-0.29999999999999993
8479661,Tanner Jeannot,L,29.0,62,1.1,1.45,30.0,7.0,13.0,0.85,0.86,-0.18,1.88,17.54,9.04,59,0.01,0.0,-0.03,0.05,-0.2500000000000001
8479638,Justin Brazeau,R,28.0,48,0.84,1.43,29.0,11.0,22.0,0.85,0.86,-0.18,1.88,25.43,10.77,57,0.04,-0.01,0.04,-0.0,0.010000000000000009
8481559,Jack Hughes,C,25.0,45,0.74,1.35,26.0,27.0,70.0,0.85,0.86,-0.18,1.88,33.31,13.0,64,0.14,-0.02,0.72,-0.05,0.10999999999999999
8478104,Sammy Blais,L,30.0,21,0.38,1.48,31.0,,,0.84,0.85,-0.19,1.87,16.91,5.02,51,0.0,-0.0,0.01,0.08,0.45999999999999996
8477346,MacKenzie Weegar,D,32.0,65,1.16,1.46,33.0,8.0,47.0,0.84,0.85,-0.19,1.88,26.44,6.75,65,-0.01,0.05,-0.2,-0.18,-0.31999999999999995
8481533,Trevor Zegras,C,25.0,66,1.1,1.37,26.0,12.0,32.0,0.84,0.84,-0.19,1.87,50.57,20.08,67,0.06,-0.02,0.06,0.02,-0.2600000000000001
8482470,Ilya Solovyov,D,26.0,25,0.43,1.41,27.0,0.0,1.0,0.83,0.86,-0.2,1.86,6.93,2.12,51,-0.02,0.0,-0.05,0.03,0.39999999999999997
8480796,Martin Fehervary,D,27.0,67,1.11,1.36,28.0,,,0.83,0.84,-0.2,1.86,18.21,4.22,64,0.01,0.02,-0.04,-0.09,-0.28000000000000014
8479675,Trevor Moore,L,31.0,53,0.93,1.44,32.0,18.0,40.0,0.83,0.84,-0.21,1.86,17.84,8.28,62,0.05,0.01,-0.04,-0.1,-0.10000000000000009
8481581,Thomas Harley,D,25.0,54,0.9,1.37,26.0,16.0,50.0,0.83,0.83,-0.2,1.86,27.79,6.8,63,0.02,0.01,-0.67,0.14,-0.07000000000000006
8478864,Kirill Kaprizov,L,29.0,67,1.1,1.35,30.0,25.0,56.0,0.83,0.86,-0.2,1.86,63.07,24.16,69,0.07,-0.03,0.0,0.06,-0.27000000000000013
8482100,Alexander Nikishin,D,25.0,65,1.1,1.39,26.0,,,0.83,0.85,-0.2,1.87,22.39,5.63,63,0.01,0.04,-0.6,0.17,-0.27000000000000013
8482874,Jacob Melanson,R,23.0,29,0.49,1.39,24.0,0.0,0.0,0.83,0.84,-0.2,1.87,8.44,3.15,52,0.01,-0.0,-0.07,-0.01,0.33999999999999997
8480188,Fabian Zetterlund,L,27.0,65,1.12,1.41,28.0,19.0,41.0,0.83,0.84,-0.2,1.86,27.26,12.05,61,0.04,-0.01,-0.08,-0.02,-0.29000000000000015
8478421,A.J. Greer,L,30.0,64,1.13,1.45,31.0,6.0,17.0,0.83,0.84,-0.2,1.86,17.56,8.88,58,0.02,0.0,-0.04,0.0,-0.29999999999999993
8484227,Will Smith,C,21.0,51,0.77,1.24,22.0,18.0,45.0,0.83,0.87,-0.2,1.86,41.8,16.71,63,0.08,-0.02,0.12,-0.02,0.05999999999999994
8480009,Eeli Tolvanen,R,27.0,64,1.09,1.4,28.0,23.0,35.0,0.82,0.83,-0.21,1.85,26.42,12.75,64,0.02,-0.01,-0.02,-0.01,-0.27000000000000013
8480002,Nico Hischier,C,27.0,66,1.11,1.38,28.0,35.0,69.0,0.82,0.84,-0.21,1.85,43.8,17.81,70,0.06,-0.0,0.23,-0.06,-0.29000000000000015
8475151,Kyle Palmieri,R,35.0,25,0.46,1.51,36.0,24.0,48.0,0.82,0.82,-0.21,1.85,12.87,5.19,58,0.03,-0.0,-0.14,-0.07,0.35999999999999993
8478970,Jalen Chatfield,D,30.0,59,0.93,1.29,31.0,7.0,18.0,0.82,0.83,-0.21,1.85,17.68,2.74,61,0.02,0.07,-0.2,1.33,-0.1100000000000001
8485402,Michael Misa,C,19.0,27,0.42,1.28,20.0,,,0.82,0.82,-0.21,1.85,16.18,6.75,57,0.02,-0.0,-0.44,-0.01,0.39999999999999997
8482245,Artem Zub,D,31.0,64,1.07,1.37,32.0,2.0,13.0,0.82,0.83,-0.21,1.85,15.63,2.82,64,0.01,0.04,-0.05,-0.15,-0.2500000000000001
8483609,Adam Klapka,R,26.0,65,1.12,1.41,27.0,6.0,10.0,0.82,0.83,-0.21,1.85,13.4,7.94,57,0.01,-0.0,-0.03,0.06,-0.30000000000000016
8476887,Filip Forsberg,L,32.0,65,1.12,1.41,33.0,31.0,76.0,0.82,0.83,-0.21,1.86,42.38,17.28,64,0.08,-0.02,-0.07,0.0,-0.30000000000000016
8476872,Scott Laughton,C,32.0,48,0.84,1.43,33.0,13.0,31.0,0.81,0.82,-0.22,1.84,12.27,5.91,57,0.03,0.01,-0.01,-0.05,-0.029999999999999916
8480336,Sean Walker,D,32.0,66,1.06,1.32,33.0,5.0,16.0,0.81,0.83,-0.22,1.84,23.25,4.43,65,0.02,0.06,-0.29,0.71,-0.25
8475158,Ryan O'Reilly,C,35.0,64,1.15,1.47,36.0,21.0,53.0,0.81,0.83,-0.22,1.85,51.36,19.56,67,0.06,-0.01,0.18,-0.03,-0.33999999999999986
8483485,Denton Mateychuk,D,22.0,58,0.91,1.29,23.0,4.0,13.0,0.81,0.83,-0.22,1.84,26.2,6.42,62,0.02,0.02,-0.15,0.23,-0.09999999999999998
8476931,Jake McCabe,D,33.0,65,1.15,1.45,34.0,2.0,23.0,0.81,0.82,-0.22,1.84,18.62,4.07,66,0.0,0.06,-0.05,-0.55,-0.33999999999999986
8477507,Nikita Zadorov,D,31.0,65,1.11,1.4,32.0,4.0,22.0,0.81,0.82,-0.22,1.84,16.2,3.36,62,0.0,0.04,-0.01,-0.57,-0.30000000000000004
8482634,Alex Steeves,C,27.0,40,0.68,1.39,28.0,1.0,2.0,0.81,0.82,-0.22,1.84,16.85,7.16,54,0.02,-0.01,-0.06,-0.1,0.13
8480185,Eetu Luostarinen,C,28.0,57,0.94,1.35,29.0,9.0,24.0,0.81,0.82,-0.23,1.84,24.93,10.71,64,0.04,0.0,-0.04,0.17,-0.1299999999999999
8478055,Gustav Forsling,D,30.0,65,1.04,1.31,31.0,11.0,31.0,0.8,0.82,-0.23,1.83,25.23,4.67,65,0.03,0.05,-0.19,0.13,-0.24
8475168,Matt Duchene,C,35.0,41,0.72,1.44,36.0,30.0,82.0,0.8,0.8,-0.23,1.83,20.67,8.72,56,0.08,-0.02,-0.23,0.02,0.08000000000000007
8476372,Nick Seeler,D,33.0,64,1.11,1.42,34.0,3.0,20.0,0.79,0.81,-0.24,1.82,8.66,1.4,58,-0.01,0.04,-0.04,-0.16,-0.32000000000000006
8482105,Jake Sanderson,D,24.0,62,0.93,1.23,25.0,11.0,57.0,0.78,0.81,-0.25,1.81,39.44,9.38,69,0.01,0.02,-0.13,0.26,-0.15000000000000002
8470613,Brent Burns,D,41.0,65,1.23,1.55,42.0,6.0,29.0,0.78,0.79,-0.25,1.81,27.78,5.8,60,0.0,0.03,-0.4,0.2,-0.44999999999999996
8484186,Ryan Leonard,R,21.0,61,0.9,1.21,22.0,1.0,1.0,0.78,0.79,-0.25,1.81,32.02,13.94,63,0.03,-0.01,-0.08,-0.05,-0.12
8480145,Neal Pionk,D,31.0,39,0.64,1.35,32.0,10.0,39.0,0.78,0.78,-0.26,1.81,14.7,3.3,56,0.0,0.02,-0.06,-0.35,0.14
8482671,Owen Power,D,24.0,66,0.99,1.23,25.0,7.0,40.0,0.77,0.79,-0.27,1.8,32.35,7.36,63,0.02,0.06,-0.42,0.25,-0.21999999999999997
8478445,Mathew Barzal,C,29.0,66,1.01,1.25,30.0,6.0,20.0,0.77,0.79,-0.26,1.8,52.58,20.28,67,0.08,-0.02,0.03,0.03,-0.24
8483457,Lane Hutson,D,22.0,65,0.99,1.25,23.0,6.0,66.0,0.77,0.81,-0.26,1.8,51.63,13.34,65,0.03,0.02,-0.89,0.12,-0.21999999999999997
8475188,Brayden McNabb,D,35.0,48,0.81,1.38,36.0,5.0,20.0,0.77,0.79,-0.26,1.8,8.6,0.92,58,-0.0,0.05,-0.04,-0.16,-0.040000000000000036
8476902,Esa Lindell,D,32.0,66,1.02,1.27,33.0,5.0,26.0,0.77,0.76,-0.26,1.8,24.72,4.55,66,0.02,0.06,-0.27,-0.26,-0.25
8481606,Jordan Spence,D,25.0,56,0.88,1.29,26.0,4.0,28.0,0.77,0.79,-0.26,1.8,20.52,5.48,57,0.02,0.02,-0.55,0.09,-0.10999999999999999
8478468,Jeremy Lauzon,D,29.0,53,0.83,1.28,30.0,0.0,1.0,0.77,0.79,-0.26,1.8,7.03,1.6,57,-0.01,0.0,-0.02,0.24,-0.05999999999999994
8482809,Jackson Blake,R,23.0,66,0.99,1.23,24.0,17.0,34.0,0.76,0.77,-0.27,1.79,35.63,14.74,66,0.04,-0.01,-0.33,0.0,-0.22999999999999998
8478434,Keegan Kolesar,R,29.0,67,1.06,1.3,30.0,12.0,30.0,0.76,0.77,-0.27,1.8,9.01,6.23,59,0.01,-0.0,-0.01,0.09,-0.30000000000000004
8477506,Ryan Pulock,D,32.0,64,1.01,1.29,33.0,5.0,23.0,0.76,0.77,-0.27,1.79,20.25,4.2,62,0.01,0.04,-0.13,-0.1,-0.25
8482691,Aatu Raty,C,24.0,50,0.76,1.25,25.0,,,0.76,0.77,-0.27,1.79,13.67,6.62,59,0.02,-0.0,-0.04,-0.01,0.0
8478569,Noel Acciari,C,35.0,51,0.86,1.38,36.0,5.0,12.0,0.76,0.77,-0.27,1.79,17.13,6.68,60,0.02,0.02,-0.05,0.08,-0.09999999999999998
8477989,Christian Dvorak,C,30.0,65,1.05,1.32,31.0,12.0,33.0,0.76,0.78,-0.27,1.79,40.27,16.12,67,0.05,0.02,-0.1,0.06,-0.29000000000000004
8482155,Alex Laferriere,R,25.0,66,1.04,1.29,26.0,19.0,42.0,0.76,0.77,-0.27,1.79,31.93,14.21,67,0.04,-0.0,-0.04,0.06,-0.28
8482146,Luke Evangelista,R,24.0,64,0.96,1.23,25.0,10.0,32.0,0.76,0.77,-0.28,1.79,40.66,16.52,66,0.04,-0.01,-0.23,0.05,-0.19999999999999996
8482713,Mackie Samoskevich,R,24.0,63,0.93,1.21,25.0,15.0,31.0,0.74,0.75,-0.29,1.77,24.83,11.42,64,0.03,-0.0,-0.09,0.06,-0.19000000000000006
8475170,Brayden Schenn,C,35.0,65,1.09,1.38,36.0,18.0,50.0,0.74,0.75,-0.29,1.78,30.44,13.46,63,0.05,-0.0,-0.05,-0.11,-0.3500000000000001
8474102,David Perron,L,38.0,50,0.88,1.44,39.0,9.0,16.0,0.74,0.75,-0.29,1.77,21.11,8.73,58,0.04,-0.0,-0.03,-0.06,-0.14
8478851,Alexandre Carrier,D,30.0,65,1.0,1.26,31.0,3.0,25.0,0.74,0.77,-0.29,1.77,19.42,3.95,61,0.03,0.02,-0.11,-0.13,-0.26
8479410,Mikhail Sergachev,D,28.0,63,0.9,1.17,29.0,15.0,53.0,0.73,0.74,-0.3,1.76,37.18,8.78,66,0.02,0.04,-0.41,0.21,-0.17000000000000004
8476461,Sean Couturier,C,34.0,65,1.08,1.36,35.0,15.0,45.0,0.73,0.75,-0.3,1.77,30.26,12.36,65,0.05,0.01,-0.08,-0.35,-0.3500000000000001
8480797,Joel Farabee,L,26.0,66,1.0,1.24,27.0,11.0,25.0,0.73,0.75,-0.3,1.77,29.84,12.76,64,0.04,-0.01,-0.13,-0.09,-0.27
8482149,Cole Perfetti,C,24.0,51,0.73,1.17,25.0,18.0,50.0,0.72,0.73,-0.31,1.75,21.6,9.62,61,0.05,-0.01,-0.17,-0.01,-0.010000000000000009
8478366,Frank Vatrano,C,32.0,42,0.65,1.27,33.0,21.0,45.0,0.72,0.73,-0.31,1.75,10.32,4.74,53,0.02,-0.0,-0.03,-0.04,0.06999999999999995
8483676,Stephen Halliday,C,24.0,28,0.4,1.17,25.0,,,0.71,0.71,-0.32,1.74,14.44,5.75,56,0.02,-0.0,-0.31,0.02,0.30999999999999994
8483464,Marco Kasper,C,22.0,66,0.94,1.17,23.0,19.0,37.0,0.71,0.72,-0.32,1.74,20.34,10.07,64,0.02,-0.01,-0.08,0.02,-0.22999999999999998
8471685,Anze Kopitar,C,39.0,51,0.85,1.37,40.0,21.0,67.0,0.71,0.72,-0.32,1.74,32.78,12.95,60,0.06,-0.0,-0.1,-0.02,-0.14
8481527,Kaedan Korczak,D,25.0,67,0.94,1.15,26.0,0.0,10.0,0.71,0.73,-0.32,1.74,14.79,3.61,59,0.01,0.02,-0.07,0.16,-0.22999999999999998
8477932,Aaron Ekblad,D,30.0,63,0.92,1.2,31.0,3.0,33.0,0.71,0.72,-0.32,1.74,28.84,6.34,65,0.02,0.04,-0.6,-0.16,-0.21000000000000008
8474141,Patrick Kane,R,38.0,52,0.86,1.36,39.0,21.0,59.0,0.71,0.7,-0.32,1.74,35.17,13.83,61,0.08,-0.02,-0.18,-0.02,-0.15000000000000002
8482201,Gage Goncalves,C,25.0,57,0.84,1.21,26.0,8.0,20.0,0.71,0.71,-0.32,1.74,27.29,11.25,57,0.03,-0.0,-0.31,0.05,-0.13
8476881,Tomas Hertl,C,33.0,66,1.03,1.28,34.0,32.0,61.0,0.7,0.72,-0.33,1.74,41.78,16.9,64,0.04,-0.01,-0.09,-0.01,-0.33000000000000007
8484241,Matthew Wood,R,21.0,54,0.71,1.08,22.0,0.0,1.0,0.7,0.7,-0.33,1.73,20.79,9.14,60,0.03,-0.01,-0.1,0.01,-0.010000000000000009
8480074,Alexandre Texier,C,27.0,41,0.59,1.18,28.0,6.0,11.0,0.7,0.7,-0.33,1.73,20.59,8.51,57,0.03,-0.0,-0.06,0.01,0.10999999999999999
8484145,Zach Benson,L,21.0,50,0.66,1.08,22.0,10.0,28.0,0.7,0.71,-0.33,1.73,27.35,11.5,62,0.03,-0.0,-0.16,-0.13,0.039999999999999925
8475169,Evander Kane,L,35.0,63,0.98,1.28,36.0,,,0.7,0.71,-0.33,1.73,28.76,12.92,62,0.04,-0.01,-0.05,-0.07,-0.28
8477402,Pavel Buchnevich,R,31.0,66,0.98,1.22,32.0,20.0,57.0,0.7,0.71,-0.33,1.73,39.5,15.62,65,0.05,0.0,-0.1,-0.09,-0.28
8482730,Brandt Clarke,D,23.0,66,0.9,1.12,24.0,5.0,33.0,0.69,0.69,-0.34,1.72,32.45,8.63,62,0.0,0.01,-1.09,0.06,-0.21000000000000008
8474151,Ryan McDonagh,D,37.0,32,0.51,1.31,38.0,4.0,31.0,0.69,0.7,-0.34,1.72,9.31,1.41,53,0.0,0.02,-0.1,0.15,0.17999999999999994
8483500,Noah Ostlund,C,22.0,55,0.75,1.12,23.0,0.0,0.0,0.69,0.69,-0.35,1.72,25.86,11.07,60,0.04,-0.01,-0.31,0.01,-0.06000000000000005
8478109,Victor Olofsson,L,31.0,64,0.92,1.18,32.0,15.0,29.0,0.69,0.7,-0.34,1.72,29.19,12.13,60,0.04,-0.0,-0.09,0.03,-0.2300000000000001
8480289,Morgan Barron,C,28.0,56,0.79,1.16,29.0,8.0,15.0,0.69,0.7,-0.34,1.72,17.52,7.55,59,0.02,0.0,-0.02,0.09,-0.10000000000000009
8485414,Ben Kindel,C,19.0,63,0.81,1.05,20.0,,,0.68,0.69,-0.35,1.72,28.74,12.3,66,0.03,-0.01,-0.0,-0.05,-0.13
8473986,Alex Killorn,L,37.0,66,1.05,1.3,38.0,19.0,37.0,0.68,0.68,-0.35,1.71,29.25,11.89,64,0.04,0.01,-0.07,-0.19,-0.37
8482088,Justin Sourdif,R,24.0,64,0.87,1.11,25.0,1.0,1.0,0.68,0.69,-0.35,1.71,28.98,12.84,62,0.03,-0.0,-0.06,-0.03,-0.18999999999999995
8478882,Vladislav Gavrikov,D,31.0,66,0.94,1.17,32.0,5.0,30.0,0.68,0.7,-0.36,1.71,25.41,5.09,64,0.01,0.05,-0.35,0.01,-0.2599999999999999
8479353,Brett Howden,C,28.0,43,0.6,1.14,29.0,23.0,40.0,0.68,0.69,-0.35,1.71,19.09,8.1,58,0.03,-0.0,-0.04,0.01,0.08000000000000007
8479996,Cody Glass,C,27.0,54,0.75,1.14,28.0,6.0,22.0,0.68,0.69,-0.35,1.71,19.55,8.57,59,0.04,0.0,-0.04,0.01,-0.06999999999999995
8475455,Brenden Dillon,D,36.0,66,1.04,1.29,37.0,2.0,16.0,0.68,0.7,-0.35,1.71,10.88,1.32,61,-0.01,0.04,-0.07,-0.08,-0.36
8482078,Lucas Raymond,L,24.0,65,0.87,1.1,25.0,27.0,80.0,0.68,0.7,-0.35,1.71,48.14,19.07,67,0.03,-0.02,-0.06,0.0,-0.18999999999999995
8480873,Rasmus Sandin,D,26.0,61,0.83,1.12,27.0,4.0,30.0,0.68,0.69,-0.35,1.71,24.24,5.9,61,0.01,0.02,-0.43,0.11,-0.1499999999999999
8475149,Marcus Johansson,L,36.0,60,0.95,1.3,37.0,11.0,34.0,0.68,0.69,-0.36,1.71,33.06,13.18,60,0.04,0.0,-0.05,-0.01,-0.2699999999999999
8483525,Danila Yurov,R,23.0,60,0.81,1.11,24.0,,,0.68,0.69,-0.35,1.71,25.52,11.12,59,0.03,-0.01,-0.23,0.02,-0.13
8478508,Yakov Trenin,C,29.0,67,0.93,1.14,30.0,7.0,15.0,0.67,0.68,-0.36,1.7,21.86,10.42,60,0.01,-0.0,-0.04,0.25,-0.26
8484230,Otto Stenberg,C,21.0,21,0.26,1.02,22.0,,,0.67,0.67,-0.37,1.7,7.75,3.63,54,0.01,-0.01,-0.05,0.01,0.41000000000000003
8484158,Easton Cowan,R,21.0,51,0.64,1.03,22.0,,,0.67,0.68,-0.36,1.7,19.87,9.09,60,0.03,-0.01,-0.16,0.02,0.030000000000000027
8484153,Leo Carlsson,C,22.0,54,0.68,1.03,23.0,20.0,44.0,0.66,0.65,-0.37,1.69,42.89,16.6,66,0.07,-0.01,0.27,-0.01,-0.020000000000000018
